,Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
49757,165a6a0537c702d5a0fda4a2b0a698d0598d0ee785b45179658815a002389359,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.205994,51.517101000000004,On or near Portobello Road,E01002831,Kensington and Chelsea 004C,Violence and sexual offences,Investigation complete; no suspect identified,
49758,4d874931855bb9805916864d0493d9be94635cc4265f27e2e784231862bb4d0f,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.2125,51.516571,On or near Ruston Mews,E01002831,Kensington and Chelsea 004C,Violence and sexual offences,Investigation complete; no suspect identified,
49788,62e2cd6f5b2d7cac429f77a901b0c659bc42fa3807c3bc5dbdff5f84faf97bec,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.20444600000000002,51.514462,On or near Shopping Area,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Investigation complete; no suspect identified,
49789,94749aa5e8d5d4ae756fe3b7a9689fb4d05b0dd6608e575eb16dee19108a2098,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.201977,51.514792,On or near Lonsdale Road,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Unable to prosecute suspect,
49790,f75ff0b688d52c1401394f626c7886a4d00ac9053a7e21ca80ca93be73cedf46,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.201977,51.514792,On or near Lonsdale Road,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Action to be taken by another organisation,
49791,6b17f31d7e3ba4c915a8dad232259e58be8677ab9f28654dc29ad09adff5583b,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.204031,51.513870000000004,On or near Vernon Yard,E01002832,Kensington and Chelsea 004D,Violence and sexual offences,Investigation complete; no suspect identified,
49796,af28751143905791d1c8899e5543863c14d9ce2eb0623166bf3d450429542101,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.209749,51.518004,On or near Thorpe Close,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Investigation complete; no suspect identified,
49797,6311f1a74ae7fadc97c4bde6534da458a98b2dae28bda350b5be43716c963376,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.210579,51.520355,On or near St Lawrence Terrace,E01002856,Kensington and Chelsea 004E,Violence and sexual offences,Unable to prosecute suspect,
49826,d8213b7b73855534afae96bd6ebcb9899dcbd155bfb1d97e034969ef3cc37fb2,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21847600000000003,51.511914000000004,On or near Freston Road,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Status update unavailable,
49827,cd163e6ef2a694e953fd657f5a0ed9154543454d32cd5dfb06819efd9e4b6cbe,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21694899999999998,51.510047,On or near Mortimer Square,E01002870,Kensington and Chelsea 005A,Violence and sexual offences,Unable to prosecute suspect,
49833,eef7ba60c4b26195a342b458f9717f5481927e47027092dd03eceaab2939beb2,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.210826,51.508542,On or near Penzance Street,E01002872,Kensington and Chelsea 005B,Violence and sexual offences,Status update unavailable,
49834,de021cd9c090a7e6060c994291adc4279d98d53b33b598f78e8ce6d653d13a69,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.211858,51.512149,On or near Sports/Recreation Area,E01002872,Kensington and Chelsea 005B,Violence and sexual offences,Unable to prosecute suspect,
49846,88d0bc931834fc8697449efc035d42ed8471cd7cfc5067ac9a6fa6312013f6e3,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.210715,51.515051,On or near Cornwall Crescent,E01002879,Kensington and Chelsea 005C,Violence and sexual offences,Unable to prosecute suspect,
49855,11c7681dc7a722151754a0f44435e91e9b1234951c6e265ea4022a2d7f6326db,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.216545,51.512640000000005,On or near Whitchurch Road,E01002880,Kensington and Chelsea 005D,Violence and sexual offences,Unable to prosecute suspect,
49863,e6340a588f167ecbf25690f7c3d6fb6fe8ccd2348123f1b4ffa6790b1b0f48cb,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21506399999999998,51.512932,On or near Grenfell Road,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Action to be taken by another organisation,
49864,a6ff5b4cf5727470ab2b9dfebf6d3e8c12af36fbb9c896c6f467916427501d8f,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.212846,51.512152,On or near Runcorn Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Investigation complete; no suspect identified,
49865,d59d79ecc3b6e6c3e38004c210c670964234b3afbc6f057fb8a63123168ae077,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.212846,51.512152,On or near Runcorn Place,E01002881,Kensington and Chelsea 005E,Violence and sexual offences,Status update unavailable,
49878,8eb7419f9ef2123d6aaeffdf47f9e75577c491e3efaf33c891d8a6d047bc9708,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.201602,51.512607,On or near Shopping Area,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
49879,3b1cfe9a86d7780bf146f007f5b41fa703ff74aae843476bc6fcbfa4555e1498,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.201602,51.512607,On or near Shopping Area,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Investigation complete; no suspect identified,
49880,0eeaf2e183b926989c7aac2fb09a17c60a4b0337fb6be45c4a799dee49d8d308,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.202052,51.510314,On or near Ladbroke Square,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
49881,047a632346ec071c4625fed5a1c26dbfc5f219be857cf8c8793b52251cb9b477,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.201602,51.512607,On or near Shopping Area,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
49882,77d6a0c29a79a8dcf316b489d4670a34bf3d8480f4822dec47ac5a735535ae56,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.201602,51.512607,On or near Shopping Area,E01002882,Kensington and Chelsea 006A,Violence and sexual offences,Unable to prosecute suspect,
49897,85f45e95fe9090f0d4adc2b1dc1b2e640e4064340c0fcd5a5399b02dea96e673,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.19731500000000002,51.509855,On or near Pembridge Road,E01002883,Kensington and Chelsea 006B,Violence and sexual offences,Unable to prosecute suspect,
49898,ae22ad0e0e40cd95aa283b80c9f6fd836e5d05b487d2a20ff11031104cadc60e,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.199874,51.509265,On or near Victoria Gardens,E01002883,Kensington and Chelsea 006B,Violence and sexual offences,Status update unavailable,
49899,8de07da5a4f9868de5fcc35d0276e4a7217ab6d6da07aedd0f82a739cea841f6,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.19959200000000002,51.510214000000005,On or near Horbury Crescent,E01002883,Kensington and Chelsea 006B,Violence and sexual offences,Status update unavailable,
49959,64a795e5c358f117a4ad050f534993c90a20b1f75dd97620971b1ae817526f92,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.197729,51.509592,On or near Bulmer Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Investigation complete; no suspect identified,
49960,0899c8ea8e01ca56fa6f42c371ede64a071df061f963b11a37eec351b92b594d,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.196379,51.509103,On or near Notting Hill Gate,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Awaiting court outcome,
49961,2ec430ff3717a3bad5ec9fbc48749dd069491acf063160302d811b193e40814b,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.197729,51.509592,On or near Bulmer Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Investigation complete; no suspect identified,
49962,cd9a96f2692c91f0cf146df0d1cebd971add71bd4ecc0adc3c02febd189ffe3c,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.196379,51.509103,On or near Notting Hill Gate,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Investigation complete; no suspect identified,
49963,63fd8e95825f6b9f90378cd2777342aaecf9df04fd27ecf9c55c511a0fca9f1e,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.197729,51.509592,On or near Bulmer Mews,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Investigation complete; no suspect identified,
49964,a33334db941f0a0ab447e0d9534f48c65afc49ddddfe7df4155232dc13a6fcc3,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.199075,51.511986,On or near Pembridge Crescent,E01002884,Kensington and Chelsea 006C,Violence and sexual offences,Status update unavailable,
49977,5a7256e69c98a188fbf2f86b76f00fc2460da6802f5490a127ce36a7b6fe946a,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.194406,51.510161,On or near Linden Gardens,E01002885,Kensington and Chelsea 006D,Violence and sexual offences,Unable to prosecute suspect,
49978,442b0f528456a00bddf5a779a700dacf6a58f50e022cd70598d64820bb0ba751,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.194406,51.510161,On or near Linden Gardens,E01002885,Kensington and Chelsea 006D,Violence and sexual offences,Unable to prosecute suspect,
49979,a82c55e557c79e6bc6bf894c1d070c7479b4eb0e8d3d45f2be863155fb932e46,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.19249000000000002,51.510149,On or near Victoria Grove Mews,E01002885,Kensington and Chelsea 006D,Violence and sexual offences,Unable to prosecute suspect,
49980,cfabfb9484b05521ab721c76131c4a2c1da68adda86a6fda5c44d0b924d4c1b8,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.19249000000000002,51.510149,On or near Victoria Grove Mews,E01002885,Kensington and Chelsea 006D,Violence and sexual offences,Unable to prosecute suspect,
49981,9dcbc9f9ded895bbb48265db60f5e6e38b522733cff372d1c8eb28df0f63ca54,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.194406,51.510161,On or near Linden Gardens,E01002885,Kensington and Chelsea 006D,Violence and sexual offences,Status update unavailable,
49995,5d0e8accdf5674f3da8e4a92f604da3b7e6ef90ffde7f16f9073da1e26f8a62b,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.199152,51.513705,On or near Ledbury Mews West,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Unable to prosecute suspect,
49996,86203ac6e46d8b1e1536087a9a74f0285adb6cc8cfa6f26f39d9c1a0a0db86c6,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.194552,51.513391999999996,On or near Chepstow Place,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Investigation complete; no suspect identified,
49997,28b6906d5a6d59745a6352f8e0c23200fa594144c9f02cd870bf899c60713084,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.199152,51.513705,On or near Ledbury Mews West,E01002886,Kensington and Chelsea 006E,Violence and sexual offences,Investigation complete; no suspect identified,
50025,d1bd47dfdc21d261176e63ac5ccfc44308d7a22297132b1462e92668ad35f056,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.203843,51.515351,On or near Colville Square,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Unable to prosecute suspect,
50026,b47dff032b37f93e06fd71e6506e65ebb151542bc58cfdee5f04c2ff33b68dc7,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.20528000000000002,51.5129,On or near Ladbroke Gardens,E01002833,Kensington and Chelsea 007A,Violence and sexual offences,Awaiting court outcome,
50043,74f10e9632ced3dd0e63daacc94689f6127f78a89e94279c6f2c2ac77a5cc0f4,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.203454,51.508394,On or near Ladbroke Walk,E01002871,Kensington and Chelsea 007B,Violence and sexual offences,Investigation complete; no suspect identified,
50044,98f17d3099733185254cec8ab83f2b3a4fcfba68a9a2ec392a878fa91f0483c5,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.20572600000000002,51.507412,On or near Holland Park,E01002871,Kensington and Chelsea 007B,Violence and sexual offences,Investigation complete; no suspect identified,
50045,da5d37d51d1869bcd414f4e4a99958fa415dba9d608eac13dc646f7a96c16d09,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.210848,51.510197,On or near Hippodrome Place,E01002871,Kensington and Chelsea 007B,Violence and sexual offences,Status update unavailable,
50053,ba6a52eee03966ecc4f1ff0eeb31dbe531e14e44318fb0a5440787b0d6545788,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21261300000000002,51.507059000000005,On or near Queensdale Road,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Status update unavailable,
50054,a45865164b8e99c2fdaac340739f14cfae881e00c7d708f041b755ee5f2c7711,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.213274,51.506376,On or near Addison Place,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
50055,782b9b8334c62ed0eec6031453cab2335bb0be945f2e75aeb99bd4396fe56038,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21713600000000002,51.505995,On or near Kingsdale Gardens,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
50056,71637d0df5c29d9d7610981f7d400bf87a9435ce966807f7e786bcf98c2531e4,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21713600000000002,51.505995,On or near Kingsdale Gardens,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Status update unavailable,
50057,5224bfe288c9f022fc3746746751a65e46624f638c8e914e099fb270c707707e,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21400999999999998,51.505983,On or near Royal Crescent,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
50058,3fbfa0c82d8474e9f7a20ebad94c902d7fd774445124100e1381b0a3b752e4a0,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21713600000000002,51.505995,On or near Kingsdale Gardens,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Investigation complete; no suspect identified,
50059,325764190cfcfee0ec48e07fb13bf5d470a5f7860e39e12f48bb3ff87105759d,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.21589299999999997,51.505724,On or near Royal Crescent Mews,E01002873,Kensington and Chelsea 007C,Violence and sexual offences,Unable to prosecute suspect,
50076,1d159f87348992076272a281800110b0df3ca7946cb2c1ada851f2c8bca2d9c3,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.20894899999999997,51.515977,On or near Ladbroke Grove,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Investigation complete; no suspect identified,
50077,5c28b80eae37df342e02b84763e6eabe90a4488bf8c2493161487cd1569e7a1f,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.20809899999999998,51.514139,On or near Elgin Crescent,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
50078,90b35703e413656432fd0e1507d5f288abe7cf399d6e4596334e5d25cb4aedd4,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.207163,51.513396,On or near Arundel Gardens,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Investigation complete; no suspect identified,
50079,16526bc1d07bed63d492b5dd1b1632a636cbef29a8034860fbd9e9d532a37b9b,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.210135,51.514772,On or near Dale Row,E01002874,Kensington and Chelsea 007D,Violence and sexual offences,Unable to prosecute suspect,
50109,4220ee42aaf1b71cbd4271c6c06e9d46560ac44a8f29e5251a66da5d4a515cb1,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.196828,51.504668,On or near Tor Gardens,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Action to be taken by another organisation,
50110,0eae1a7b87e5c8e165f0d1497dbb3deb0518559201e97d23793abe99b698763b,2024-04,Metropolitan Police Service,Metropolitan Police Service,-0.200323,51.506295,On or near Wycombe Square,E01002825,Kensington and Chelsea 008B,Violence and sexual offences,Awaiting court outcome,
